ingrediente,departamento,municipio,topografia,textura_de_suelo,epoca_recoleccion,altura_corte_cm,altura_planta_cm,edad_corte_d,proteina,ceniza,extracto_etereo,FDN,FDA,lignina,hemicelulosa,almidon,carbohidratos_noes,carbohidratos_solubles,digestibilidad_ms,energia_digestible,energia_metabolizable,energia_neta_manten,energia_neta_ganancia,energia_neta_lactancia
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,19,42,18.55,10.92,2.08,56.99,30.98,6.06,26.01,5.16,7.68,2.52,64.56,2.67,2.15,1.3,0.72,1.33
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,12,42,18.02,11.8,2.17,58,31.87,6.49,26.13,5.56,6.4,0.84,63.85,2.65,2.13,1.27,0.7,1.31
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,14,42,14.61,10.57,2.12,60.01,33.17,6.82,26.84,5.51,6.24,0.72,60.73,2.48,2,1.15,0.59,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,10.67,42,11.78,8.47,1.71,61.9,34.29,7.74,27.61,5.13,7.16,2.02,58.12,2.37,1.89,1.05,0.5,1.18
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,13.33,42,15.7,11.36,2.2,58.51,31.67,6.64,26.84,6.17,7.41,1.24,62.07,2.55,2.05,1.2,0.64,1.27
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,15,42,14.5,10.26,2.01,62.16,32.86,6.92,29.3,5.53,5.56,0.03,60.74,2.49,2,1.15,0.59,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.33,42,16.08,10.07,1.96,58.84,32.62,6.38,26.22,4.68,5.37,0.69,62.07,2.54,2.05,1.2,0.64,1.27
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,12.67,28,15.88,9.15,1.82,63.76,38.12,7.57,25.64,5.36,6.15,0.8,60.18,2.49,1.98,1.13,0.57,1.23
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,14.67,28,17.97,10.95,1.97,58.55,34.32,6.44,24.23,5.97,6.51,0.54,63.04,2.64,2.09,1.24,0.67,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,12.5,28,18.23,9.84,1.89,56.91,37.23,7.18,19.68,6.67,10.89,4.22,62.33,2.6,2.06,1.21,0.65,1.28
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,15,28,19.15,11.25,2.04,59.59,34.7,6.61,24.89,5.08,5.64,0.56,63.86,2.68,2.13,1.27,0.7,1.31
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,16,28,18.53,10.97,2.12,57.84,31.58,6.33,26.26,5.21,6.99,1.78,64.35,2.68,2.15,1.29,0.72,1.32
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,18.67,28,21.2,11.59,2.16,53.56,31.83,6.09,21.73,4.97,7.81,2.84,66.4,2.79,2.23,1.36,0.79,1.37
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,10,11.67,42,18,10.76,2.29,51.16,31.77,5.96,19.39,5.68,10.75,5.07,63.87,2.66,2.13,1.27,0.7,1.31
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,13,14.67,42,15.49,10.55,2.01,60.55,37.79,7.28,22.76,4.76,8.74,3.97,59.97,2.47,1.97,1.12,0.56,1.22
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.5,42,15.47,9.49,2.49,52.86,32.18,6.37,20.68,6.98,13.49,6.5,61.72,2.58,2.04,1.19,0.62,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,13.33,42,16.61,10.14,1.88,58.69,35.86,6.98,22.83,3.53,6.95,3.42,61.47,2.55,2.03,1.18,0.62,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,10,11.67,42,19.19,10.82,2.12,57.32,33.21,6.92,24.11,3.44,5.82,2.38,64.36,2.69,2.15,1.29,0.72,1.32
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,19.67,42,16.01,11.11,2.1,57.91,32.99,6.33,24.92,4.22,7.31,3.1,61.9,2.55,2.05,1.19,0.63,1.27
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,9.17,42,14.65,9.8,1.99,61.63,38.09,6.98,23.54,3.98,6.68,2.71,59.21,2.44,1.94,1.09,0.54,1.21
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,9.33,42,12.65,10.23,1.85,63.31,39.49,7.82,23.82,3.92,7.17,3.25,57.17,2.32,1.85,1.01,0.46,1.16
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.67,42,11.97,9.6,1.7,64.15,40.05,7.95,24.1,3.93,6.47,2.54,56.45,2.3,1.82,0.98,0.43,1.14
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.33,42,15.93,10.47,2.15,58.42,35.1,7.02,23.32,4.7,8.12,3.42,61.17,2.54,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.67,42,12.95,10.1,1.88,63.33,39.42,7.92,23.91,4.22,7.34,3.12,57.43,2.35,1.86,1.02,0.47,1.17
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,6,7.67,42,11.53,10.19,1.73,63.72,39.79,7.21,23.93,4.44,7.81,3.37,56.18,2.3,1.81,0.97,0.42,1.14
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,13,42,15.27,10.95,2.26,58.12,34.2,6.84,23.92,4.55,8.14,3.59,60.93,2.53,2.01,1.16,0.6,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,10,10.33,42,14.22,10.46,2.16,58.11,37.46,7.61,20.65,6.27,11.56,5.29,59.06,2.44,1.93,1.09,0.53,1.2
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,13,42,17.53,10.71,2.32,54.29,33.22,6.38,21.07,5.2,8.92,3.72,63.04,2.61,2.09,1.24,0.67,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,10,35,13.32,9.23,1.92,61.09,34.19,6.95,26.9,4.75,6.43,1.68,59.38,2.43,1.94,1.1,0.54,1.21
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,11,35,14.67,9.97,2,61.21,35.85,7.07,25.36,3.88,6.8,2.92,59.93,2.47,1.97,1.12,0.56,1.22
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,10.33,35,9.22,9.36,1.88,62.51,37.69,7.49,24.82,6.04,9.72,3.69,55,2.25,1.76,0.92,0.38,1.11
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,10.67,35,15.48,10.72,2.02,59.5,33.49,6.5,26.01,5.51,6.88,1.37,61.32,2.53,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,9.83,35,15.48,10.45,2.11,57.81,34.49,6.63,23.32,5.1,5.83,0.73,61,2.51,2.01,1.16,0.6,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.33,35,11.07,9,1.79,58.07,35.96,7.18,22.11,7.21,9.02,1.81,57.02,2.32,1.85,1.01,0.46,1.16
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,10.7,35,14.82,10.45,2.1,58.56,34.92,6.5,23.64,5.29,6.53,1.25,60.34,2.49,1.98,1.13,0.58,1.23
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.2,35,12.25,9.34,2.04,58.41,35.81,7.04,22.6,5.88,7.51,1.63,58.01,2.37,1.89,1.04,0.49,1.18
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,8.8,35,11.77,9.47,2.06,56.58,32.3,6.56,24.28,5.73,7.67,1.94,58.73,2.39,1.92,1.07,0.52,1.2
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,8,11.3,35,14.52,11.52,2.49,58.3,32.93,6.24,25.37,5.87,8.26,2.39,60.73,2.51,2,1.15,0.59,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,7,8,35,15.68,10.5,2.28,57.74,34.18,6.72,23.56,5.37,7.21,1.84,61.26,2.53,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,7,7.7,35,14.61,9.46,1.98,57.71,31.7,6.35,26.01,5.51,7.08,1.56,61.19,2.53,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,10,10.3,35,13.1,9.41,2.13,56.06,29.99,6.2,26.07,5.39,8.66,3.27,60.52,2.48,1.99,1.14,0.58,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,11,11.7,35,10.18,9.36,2.01,57.65,32.76,6.76,24.89,6.42,9.83,3.41,57.32,2.33,1.86,1.02,0.47,1.16
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,10,10.7,35,9.85,7.79,1.75,61.43,33.54,7.12,27.89,6.18,8.52,2.35,56.81,2.3,1.84,1,0.45,1.15
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,13,35,13.35,10.41,2.52,54.89,30.44,5.84,24.45,6.49,9.46,2.97,60.58,2.48,1.99,1.14,0.58,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,10,11,35,15.04,10.95,2.32,59.39,34.82,6.69,24.57,4.21,7.57,3.36,60.55,2.51,1.99,1.14,0.58,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,16.3,35,16.57,10.65,2.07,57.31,33.51,6.67,23.8,4,7.78,3.78,62.18,2.58,2.06,1.21,0.64,1.27
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,12.3,35,11.77,10.3,2.11,61.11,36.42,8.03,24.69,5.51,10.09,4.58,57.44,2.33,1.86,1.02,0.47,1.17
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,12.3,35,12.31,12.03,2.39,57.77,35.79,7.53,21.98,5.33,9.3,3.96,58.07,2.39,1.89,1.05,0.49,1.18
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,13.3,35,14.25,11.03,2.23,55.97,33.15,6.51,22.82,4.76,9.04,4.28,60.44,2.49,1.99,1.14,0.58,1.23
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,12.5,35,10.05,9.26,1.89,62.67,36.73,8.21,25.94,4.84,9.55,4.71,55.97,2.27,1.8,0.96,0.42,1.13
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,12.3,35,11.73,10.74,2.23,59.68,36.43,7.28,23.25,5.14,8.89,3.75,57.4,2.34,1.86,1.02,0.47,1.17
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,13,35,13.02,10,2.07,60.84,36.65,7.38,24.19,4.53,9.66,5.14,58.36,2.39,1.9,1.06,0.5,1.19
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,14.8,28,13.99,11.71,2.52,55.76,32.43,5.94,23.33,5.16,8.42,3.26,60.46,2.48,1.99,1.14,0.58,1.23
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,14,28,10.51,9.64,1.89,60.46,36.11,7.63,24.35,5.53,9.48,3.95,56.53,2.3,1.83,0.99,0.44,1.15
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Lluvia,12,14.2,28,12.49,9.93,1.96,61.72,36.96,7.99,24.76,4.22,8.43,4.21,57.84,2.35,1.88,1.04,0.49,1.18
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,12.9,49,15.13,10.34,2.09,58.81,32.65,6.52,26.16,3.78,6.12,2.34,61.3,2.52,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,11.8,35,19.06,10.3,2.05,54.71,30.45,5.88,24.26,3.57,6.28,2.72,65.13,2.72,2.18,1.32,0.74,1.34
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,20.3,70,15.05,10.51,2.1,59.13,31.79,6.37,27.34,3.82,5.76,1.93,61.51,2.53,2.03,1.18,0.62,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,13,42,12.15,9.8,1.96,61.22,34.92,7.26,26.3,4.81,7.06,2.25,58.21,2.37,1.89,1.05,0.5,1.18
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,9.4,42,16.26,11.95,2.46,53.23,30.19,5.71,23.04,5.76,10.33,4.58,62.98,2.63,2.09,1.24,0.67,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,12.7,77,14.69,10.34,2.14,58.64,33.78,6.84,24.86,4.15,7.02,2.87,60.6,2.48,1.99,1.14,0.58,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,14.7,77,15.04,9.72,2.21,56.54,31.31,6.68,25.23,5.22,8.17,2.95,61.65,2.53,2.04,1.19,0.62,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10.5,56,12.95,9.65,2.09,58.12,33.17,6.77,24.95,3.9,7.52,3.62,59.4,2.43,1.94,1.1,0.54,1.21
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,11.5,35,14.82,9.27,2.21,56.22,30.44,6.53,25.78,4.55,7.6,3.05,61.75,2.54,2.04,1.19,0.63,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,12.6,35,16.2,9.6,1.95,59.14,32.88,6.6,26.26,3.41,6.47,3.06,62.08,2.56,2.05,1.2,0.64,1.27
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,16.7,70,15.34,10.56,2.05,58.48,31.67,6.95,26.81,3.55,7.24,3.68,61.78,2.53,2.04,1.19,0.63,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,15.2,49,12.75,10.22,1.8,60.94,34.2,7.02,26.74,4.11,6.56,2.45,58.92,2.4,1.92,1.08,0.52,1.2
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,12,35,15.85,10.79,2.3,55.05,30.85,5.92,24.2,6.22,9.45,3.23,62.44,2.59,2.07,1.22,0.65,1.28
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10.7,77,14.12,9.63,2.31,58.03,32.79,6.9,25.24,4.98,7.56,2.58,60.45,2.48,1.99,1.14,0.58,1.23
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,15.3,35,15.33,10.22,2.34,52.87,28.39,5.83,24.48,3.77,6.96,3.19,62.8,2.59,2.08,1.23,0.66,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,18,42,16.87,11.45,2.46,54.53,28.36,5.81,26.17,5.68,8.14,2.46,64.04,2.63,2.13,1.28,0.71,1.32
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,17.3,63,14.71,9.59,1.94,58.09,31.7,7.11,26.39,2.52,4.82,2.31,61.27,2.51,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,16.3,49,18.19,11.48,2.12,54.68,30.2,5.81,24.48,3.74,6.63,2.89,64.51,2.66,2.15,1.29,0.72,1.33
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,13.2,35,17.66,9.95,1.97,57.97,31.7,6.61,26.27,2.84,6.51,3.67,63.62,2.65,2.12,1.26,0.69,1.31
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,16.2,35,18.12,10.81,2.06,55.89,34.65,7.03,21.24,5.7,10.48,4.78,63.06,2.62,2.09,1.24,0.67,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,15.7,70,15.93,11.6,2,56.72,33.39,7.07,23.33,4.46,9.67,5.21,61.71,2.54,2.04,1.19,0.62,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,19.3,28,16.38,11.65,2.01,57.93,34.95,6.88,22.98,3.64,7.81,4.16,61.58,2.54,2.03,1.18,0.62,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,15,70,18.51,11.67,2.23,55.03,32.49,6.38,22.54,4.35,8.66,4.31,64.05,2.66,2.13,1.28,0.71,1.32
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,12.6,35,17.85,11.13,2.03,56.04,33.2,6.24,22.84,4.87,9.32,4.46,63.3,2.63,2.1,1.25,0.68,1.3
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,12.2,42,15.72,10.59,1.93,59.34,37.17,7.23,22.17,4.38,8.55,4.17,60.35,2.49,1.98,1.14,0.58,1.23
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,20.3,49,15.21,11.39,1.78,59.82,35.51,7.05,24.31,3.49,8.03,4.55,60.47,2.49,1.99,1.14,0.58,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,16.5,70,15.77,12.83,2.11,58.62,35.74,7.09,22.88,3.49,8.41,4.92,60.84,2.51,2,1.15,0.59,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,13.5,35,16.2,11.22,2.24,57.18,34.98,7.14,22.2,6.02,10.72,4.69,61.42,2.53,2.03,1.18,0.61,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,13.5,56,13.88,12.16,2.08,59.05,37.99,7.92,21.06,4.39,8.34,3.95,58.63,2.4,1.91,1.07,0.51,1.19
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10.7,77,14.12,10.89,2.01,59.71,37.64,7.71,22.07,5.01,9.79,4.77,58.93,2.42,1.92,1.08,0.52,1.2
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,9.4,35,16.75,10.7,2.03,54.46,32.53,6.85,21.93,5.17,10.56,5.39,62.63,2.59,2.08,1.22,0.66,1.28
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10.2,56,14.91,11.49,2.04,59.09,36.2,7.91,22.89,3.47,8.1,4.62,60.01,2.46,1.97,1.12,0.56,1.22
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,11.6,35,19.01,11.06,2.19,55.45,33.61,6.27,21.84,5.33,9.39,4.07,64.09,2.68,2.14,1.28,0.71,1.32
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,12.4,49,15.6,11.22,1.91,59.45,35.99,7.4,23.46,3.62,7.52,3.9,60.63,2.5,1.99,1.15,0.59,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,11.7,70,16.14,11.3,2.1,58.48,34.93,7.2,23.55,3.24,7.59,4.35,61.39,2.52,2.02,1.18,0.61,1.26
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,8.6,49,14.79,11.25,1.95,60.96,38.34,8.27,22.62,4.18,8.23,4.06,59.24,2.43,1.94,1.09,0.54,1.21
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10.3,70,16.88,10.97,2.14,56.69,35.21,7.35,21.48,5.36,9.33,3.97,61.89,2.56,2.05,1.19,0.63,1.27
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10,35,17.72,11.14,2.23,56.06,33.58,6.46,22.48,5.7,10.16,4.46,63.08,2.62,2.09,1.24,0.67,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,11.2,77,16.19,11.16,1.97,58.69,36.42,7.09,22.27,4.08,8.3,4.22,60.96,2.52,2.01,1.16,0.6,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,10.5,35,17.03,10.71,2.3,54.85,30.72,6.06,24.13,6.23,9.24,3.02,63.43,2.63,2.11,1.25,0.68,1.3
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,8.2,35,15.87,10.29,2.37,53.08,29.04,6.23,24.04,6.13,9.58,3.45,63.03,2.6,2.09,1.24,0.67,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,11.7,42,11.94,9.35,1.73,63.49,36.66,7.7,26.83,4.49,7.6,3.12,57.5,2.34,1.87,1.02,0.47,1.17
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,8,14.3,70,14.53,11.08,2.15,58.95,32.6,6.44,26.35,3.65,6.63,2.99,60.84,2.49,2,1.15,0.59,1.24
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,17.5,63,17.21,10.63,1.94,58.48,33.88,6.82,24.6,2.56,5.5,2.94,62.58,2.58,2.07,1.22,0.65,1.28
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,13.2,35,19.95,11.04,2.26,54.81,30.49,5.88,24.32,3.32,6.71,3.39,65.82,2.77,2.21,1.34,0.77,1.36
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,16.3,49,17.87,10.44,1.89,57.89,32.71,6.49,25.18,2.94,5.99,3.05,63.47,2.63,2.11,1.25,0.69,1.3
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,14.5,70,15.46,11.52,2.2,55.16,33.8,7.08,21.36,3.86,9.4,5.54,61.2,2.53,2.02,1.17,0.61,1.25
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,12.8,35,16.15,10.59,2.42,53.07,30.69,5.71,22.38,5.13,9.81,4.69,62.73,2.6,2.08,1.23,0.66,1.29
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,12.2,35,19.19,10.92,2.21,53.24,29.15,5.97,24.09,4.97,8.84,3.88,65.64,2.74,2.2,1.34,0.76,1.35
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,12.4,56,15.85,9.92,2.01,58.1,30.96,6.04,27.14,4.25,6.85,2.6,62.41,2.59,2.07,1.21,0.65,1.28
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,15.2,70,15.68,10.54,2.25,55.19,30.57,6.27,24.62,4.57,7.51,2.94,62.4,2.56,2.07,1.21,0.65,1.28
"Kikuyo - Cenchrus clandestinus - Hoja, Tallo",Cundinamarca,Mosquera,Plana,Franco,Sequía,12,20.3,42,15.94,9.88,1.95,57.84,30.47,6.67,27.37,3,5.5,2.5,62.64,2.56,2.08,1.22,0.66,1.28
