departamento,municipio,cultivo,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha
Cundinamarca,Vergara,Mandarina,2016,8,8,72,9
Cundinamarca,Puli,Mandarina,2016,5,5,20,4
Cundinamarca,Jerusalen,Mandarina,2016,1,1,10,8.85
Meta,San martin,Mandarina,2016,25,10,100,10
Norte de santander,Sardinata,Mandarina,2016,256,256,2555,10
Norte de santander,Bochalema,Mandarina,2016,80,80,1200,15
Norte de santander,Arboledas,Mandarina,2016,31,28,280,10
Norte de santander,Lourdes,Mandarina,2016,29,29,377,13
Norte de santander,Ocana,Mandarina,2016,29,24,240,10
Norte de santander,Bucarasica,Mandarina,2016,20,20,280,14
Norte de santander,Durania,Mandarina,2016,17,17,215,13
Norte de santander,Los patios,Mandarina,2016,12,12,216,18
Norte de santander,Cucutilla,Mandarina,2016,5,5,50,10
Risaralda,Pereira,Mandarina,2016,246,169,5082,30
Risaralda,La virginia,Mandarina,2016,30,13,145,11.6
Risaralda,Balboa,Mandarina,2016,13,8,128,16
San andres y providencia,Providencia,Mandarina,2016,0,0,0,5.67
Santander,Rionegro,Mandarina,2016,3852,2800,28840,10.3
Santander,Lebrija,Mandarina,2016,1820,1680,20160,12
Santander,Palmas del socorro,Mandarina,2016,404,354,8142,23
Santander,San gil,Mandarina,2016,341,316,4108,13
Santander,San benito,Mandarina,2016,305,200,3000,15
Santander,Landazuri,Mandarina,2016,240,240,1440,6
Santander,Barichara,Mandarina,2016,212,200,1600,8
Santander,Socorro,Mandarina,2016,189,189,3175,16.8
Santander,Giron,Mandarina,2016,158,111,3552,32
Santander,Chima,Mandarina,2016,137,30,540,18
Santander,Aratoca,Mandarina,2016,89,8,96,12
Santander,San vicente de chucuri,Mandarina,2016,86,86,1032,12
Santander,Pinchote,Mandarina,2016,61,50,550,11
Santander,Piedecuesta,Mandarina,2016,26,16,128,8
Santander,Guapota,Mandarina,2016,20,15,116,7.7
Santander,Valle de san jose,Mandarina,2016,20,10,100,10
Santander,Barrancabermeja,Mandarina,2016,17,17,150,9
Santander,Oiba,Mandarina,2016,16,14,224,16
Santander,Ocamonte,Mandarina,2016,10,10,40,4
Santander,Onzaga,Mandarina,2016,8,4,44,11
Santander,Santa helena del opon,Mandarina,2016,7,7,99,14.1
Santander,Puente nacional,Mandarina,2016,6,6,60,10
Tolima,Melgar,Mandarina,2016,128,50,1250,25
Tolima,Honda,Mandarina,2016,40,40,240,6
Tolima,Venadillo,Mandarina,2016,25,22,132,6
Boyaca,Pauna,Mandarina,2017,212,182,1820,10
Boyaca,Buenavista,Mandarina,2017,95,95,950,10
Boyaca,Tunungua,Mandarina,2017,28,28,476,17
Boyaca,Moniquira,Mandarina,2017,17,13,299,23
Boyaca,Otanche,Mandarina,2017,12,2,8,4
Boyaca,Paya,Mandarina,2017,2,2,16,8
Boyaca,Sativanorte,Mandarina,2017,1,1,13,12.5
Caldas,Viterbo,Mandarina,2017,27,17,442,26
Caldas,Pensilvania,Mandarina,2017,1,1,1,1
Caqueta,Montanita,Mandarina,2017,16,16,128,8
Casanare,Tauramena,Mandarina,2017,2,2,30,20
Cauca,Villa rica,Mandarina,2017,15,14,64,4.6
Cauca,Mercaderes,Mandarina,2017,10,10,29,3
Cauca,Padilla,Mandarina,2017,4,4,12,3
Cundinamarca,La mesa,Mandarina,2017,641,611,4888,8
Cundinamarca,Anolaima,Mandarina,2017,252,247,1235,5
Cundinamarca,Yacopi,Mandarina,2017,206,200,1200,6
Cundinamarca,Tena,Mandarina,2017,129,125,872,7
Cundinamarca,Anapoima,Mandarina,2017,122,106,1378,13
Cundinamarca,Apulo,Mandarina,2017,120,110,660,6
Cundinamarca,Sasaima,Mandarina,2017,100,100,700,7
Cundinamarca,El colegio,Mandarina,2017,97,85,634,7.5
Cundinamarca,Tocaima,Mandarina,2017,76,21,84,4
Cundinamarca,Tibacuy,Mandarina,2017,34,24,144,6
Cundinamarca,San juan de rioseco,Mandarina,2017,17,17,85,5
Cundinamarca,Vergara,Mandarina,2017,8,8,56,7.2
Cundinamarca,Agua de dios,Mandarina,2017,5,5,45,9
Cundinamarca,Puli,Mandarina,2017,5,5,20,4
Cundinamarca,Jerusalen,Mandarina,2017,1,1,11,8.8
Meta,San martin,Mandarina,2017,30,20,200,10
Norte de santander,Sardinata,Mandarina,2017,256,256,2555,10
Norte de santander,Arboledas,Mandarina,2017,31,28,280,10
Norte de santander,Ocana,Mandarina,2017,29,24,240,10
Norte de santander,Lourdes,Mandarina,2017,27,27,351,13
Norte de santander,Bucarasica,Mandarina,2017,20,20,280,14
Norte de santander,Bochalema,Mandarina,2017,19,19,372,19.6
Norte de santander,Durania,Mandarina,2017,17,17,215,13
Norte de santander,Los patios,Mandarina,2017,17,12,216,18
Norte de santander,Cucutilla,Mandarina,2017,5,5,50,10
Norte de santander,El tarra,Mandarina,2017,2,2,24,12
Quindio,La tebaida,Mandarina,2017,86,86,2565,30
Risaralda,Pereira,Mandarina,2017,249,170,5106,30
Risaralda,La virginia,Mandarina,2017,37,17,197,11.6
Risaralda,Balboa,Mandarina,2017,13,8,128,16
San andres y providencia,Providencia,Mandarina,2017,0,0,0,4.32
Santander,Rionegro,Mandarina,2017,3791,3463,35669,10.3
Santander,Lebrija,Mandarina,2017,1875,1784,21408,12
Santander,Palmas del socorro,Mandarina,2017,415,385,8855,23
Santander,San gil,Mandarina,2017,413,373,4785,12.83
Santander,San benito,Mandarina,2017,274,224,3360,15
Santander,Landazuri,Mandarina,2017,240,240,1440,6
Santander,San vicente de chucuri,Mandarina,2017,201,191,1910,10
Santander,Socorro,Mandarina,2017,199,152,1524,10
Santander,Giron,Mandarina,2017,172,130,2379,18.3
Santander,Chima,Mandarina,2017,160,130,2340,18
Santander,Simacota,Mandarina,2017,107,7,105,15
Santander,Pinchote,Mandarina,2017,55,44,484,11
Santander,Barichara,Mandarina,2017,52,40,400,10
Santander,Galan,Mandarina,2017,33,29,580,20
Santander,Piedecuesta,Mandarina,2017,30,16,128,8
Santander,Aratoca,Mandarina,2017,20,20,160,8
Santander,Valle de san jose,Mandarina,2017,20,10,100,10
Santander,Guapota,Mandarina,2017,19,18,198,11
Santander,Cabrera,Mandarina,2017,16,8,96,12
Santander,Oiba,Mandarina,2017,16,15,240,16
Santander,Barrancabermeja,Mandarina,2017,16,16,116,7.5
Santander,Cimitarra,Mandarina,2017,10,10,156,15.6
Santander,Ocamonte,Mandarina,2017,10,10,50,5
Santander,Onzaga,Mandarina,2017,8,8,88,11
Tolima,Melgar,Mandarina,2017,256,100,1500,15
Tolima,Dolores,Mandarina,2017,6,6,48,8
Boyaca,Pauna,Mandarina,2018,222,187,1870,10
Boyaca,Buenavista,Mandarina,2018,95,95,950,10
Boyaca,Tunungua,Mandarina,2018,28,27,459,17
Boyaca,Moniquira,Mandarina,2018,20,15,345,23
Boyaca,Otanche,Mandarina,2018,15,7,35,5
Boyaca,Paya,Mandarina,2018,2,2,16,8.2
Boyaca,Sativanorte,Mandarina,2018,1,1,13,12.5
Caldas,Viterbo,Mandarina,2018,27,14,364,26
Caldas,Pensilvania,Mandarina,2018,1,1,1,1
Caqueta,Montanita,Mandarina,2018,16,16,128,8
Casanare,Tauramena,Mandarina,2018,2,2,30,20
Cauca,Villa rica,Mandarina,2018,15,14,56,4
Cauca,Padilla,Mandarina,2018,11,10,50,5
Cauca,Mercaderes,Mandarina,2018,10,10,10,1
Cundinamarca,La mesa,Mandarina,2018,644,613,4904,8
Cundinamarca,Anolaima,Mandarina,2018,254,247,1235,5
Cundinamarca,Yacopi,Mandarina,2018,216,200,1200,6
Cundinamarca,Tena,Mandarina,2018,129,125,875,7
Cundinamarca,Anapoima,Mandarina,2018,127,106,1378,13
Cundinamarca,Apulo,Mandarina,2018,120,110,660,6
Cundinamarca,Tocaima,Mandarina,2018,116,36,108,3
Cundinamarca,El colegio,Mandarina,2018,103,83,660,8
Cundinamarca,Sasaima,Mandarina,2018,102,99,792,8
Cundinamarca,Tibacuy,Mandarina,2018,39,23,161,7
Cundinamarca,San juan de rioseco,Mandarina,2018,19,17,85,5
Cundinamarca,Agua de dios,Mandarina,2018,8,5,45,9
Cundinamarca,Vergara,Mandarina,2018,8,8,47,6
Cundinamarca,Puli,Mandarina,2018,5,5,20,4
Cundinamarca,Jerusalen,Mandarina,2018,1,1,11,8.8
Meta,San martin,Mandarina,2018,34,29,435,15
Norte de santander,Sardinata,Mandarina,2018,256,256,2555,10
Norte de santander,Arboledas,Mandarina,2018,34,30,300,10
Norte de santander,Ocana,Mandarina,2018,34,26,260,10
Norte de santander,Lourdes,Mandarina,2018,27,27,351,13
Norte de santander,Bucarasica,Mandarina,2018,20,20,280,14
Norte de santander,Bochalema,Mandarina,2018,19,19,372,19.6
Norte de santander,Los patios,Mandarina,2018,19,12,216,18
Norte de santander,Durania,Mandarina,2018,17,17,215,13
Norte de santander,Cucutilla,Mandarina,2018,5,5,50,10
Norte de santander,El tarra,Mandarina,2018,2,2,24,12
Quindio,La tebaida,Mandarina,2018,92,92,2760,30
Risaralda,Pereira,Mandarina,2018,249,170,5106,30
Risaralda,La virginia,Mandarina,2018,37,17,197,11.6
Risaralda,Balboa,Mandarina,2018,13,8,128,16
San andres y providencia,Providencia,Mandarina,2018,1,0,0,6
Santander,Rionegro,Mandarina,2018,3735,3735,41085,11
Santander,Lebrija,Mandarina,2018,2062,1784,21408,12
Santander,Palmas del socorro,Mandarina,2018,435,405,9315,23
Santander,San gil,Mandarina,2018,423,383,4915,12.83
Santander,San benito,Mandarina,2018,279,234,3510,15
Santander,Landazuri,Mandarina,2018,240,238,1428,6
Santander,San vicente de chucuri,Mandarina,2018,210,191,1910,10
Santander,Socorro,Mandarina,2018,204,156,1877,12
Santander,Chima,Mandarina,2018,185,150,2700,18
Santander,Giron,Mandarina,2018,184,157,2873,18.3
Santander,Simacota,Mandarina,2018,99,17,255,15
Santander,Barichara,Mandarina,2018,62,40,400,10
Santander,Pinchote,Mandarina,2018,56,44,484,11
Santander,Piedecuesta,Mandarina,2018,35,21,168,8
Santander,Cabrera,Mandarina,2018,34,8,96,12
Santander,Galan,Mandarina,2018,34,34,510,15
Santander,Guapota,Mandarina,2018,24,18,198,11
Santander,Valle de san jose,Mandarina,2018,21,12,128,10.67
Santander,Aratoca,Mandarina,2018,20,20,160,8
Santander,Barrancabermeja,Mandarina,2018,19,16,124,8
Santander,Oiba,Mandarina,2018,16,15,240,16
Santander,Cimitarra,Mandarina,2018,10,10,156,15.6
Santander,Ocamonte,Mandarina,2018,10,10,50,5
Santander,Onzaga,Mandarina,2018,8,8,88,11
Santander,Jordan,Mandarina,2018,4,4,16,4
Tolima,Melgar,Mandarina,2018,256,160,4000,25
Tolima,Dolores,Mandarina,2018,6,6,48,8
Antioquia,Tamesis,Mandarina,2007,42,12,360,30
Antioquia,Tamesis,Mandarina,2008,42,12,361,30.59
Antioquia,Tamesis,Mandarina,2009,41,37,1309,35
Antioquia,Tamesis,Mandarina,2010,41,41,1636,40.1
Antioquia,Tamesis,Mandarina,2011,46,41,1632,40
Antioquia,Tamesis,Mandarina,2012,46,41,1632,40
Antioquia,Tamesis,Mandarina,2013,52,46,1725,37.5
Antioquia,Valparaiso,Mandarina,2013,3,3,63,21
Antioquia,Tamesis,Mandarina,2014,52,46,1724,37.47
Antioquia,Valparaiso,Mandarina,2014,6,3,63,21
Antioquia,Tamesis,Mandarina,2015,52,46,1725,37.5
Antioquia,Valparaiso,Mandarina,2015,6,3,63,21
Antioquia,Tamesis,Mandarina,2016,52,52,1950,37.5
Antioquia,Valparaiso,Mandarina,2016,6,3,63,21
Antioquia,Tamesis,Mandarina,2017,57,52,1950,37.5
Antioquia,Valparaiso,Mandarina,2017,4,4,240,60
Antioquia,Tamesis,Mandarina,2018,60,55,2071,37.84
Antioquia,Valparaiso,Mandarina,2018,4,4,240,60
Antioquia,Venecia,Mandarina,2007,67,38,950,25
Antioquia,Tamesis,Mandarina,2007,28,22,630,28.38
Antioquia,Valparaiso,Mandarina,2007,24,10,250,25
Antioquia,Armenia,Mandarina,2007,16,12,210,17.5
Antioquia,Betulia,Mandarina,2007,15,12,196,16.33
Antioquia,Medellin,Mandarina,2007,11,11,165,15
Antioquia,Santo domingo,Mandarina,2007,8,6,288,48
Antioquia,Venecia,Mandarina,2008,90,38,760,20
Antioquia,Tamesis,Mandarina,2008,28,28,669,23.98
Antioquia,Valparaiso,Mandarina,2008,24,10,250,25
Antioquia,Angelopolis,Mandarina,2008,21,16,400,25
Antioquia,Armenia,Mandarina,2008,18,14,250,17.86
Antioquia,Medellin,Mandarina,2008,17,11,165,15
Antioquia,Betulia,Mandarina,2008,14,14,224,16
Antioquia,Tarso,Mandarina,2008,13,13,195,15
Antioquia,La pintada,Mandarina,2008,10,1,30,25
Antioquia,Santo domingo,Mandarina,2008,8,6,288,48
Antioquia,Venecia,Mandarina,2009,93,67,2211,33
Antioquia,Valparaiso,Mandarina,2009,40,10,250,25
Antioquia,Tamesis,Mandarina,2009,28,28,865,31
Antioquia,Fredonia,Mandarina,2009,25,10,100,10
Antioquia,Angelopolis,Mandarina,2009,21,19,551,29
Antioquia,Armenia,Mandarina,2009,18,16,192,12
Antioquia,Tarso,Mandarina,2009,13,13,234,18
Antioquia,Santo domingo,Mandarina,2009,12,8,384,48
Antioquia,Medellin,Mandarina,2009,6,4,24,6
Antioquia,La pintada,Mandarina,2009,4,4,120,30
Antioquia,Fredonia,Mandarina,2010,100,10,100,10
Antioquia,Venecia,Mandarina,2010,100,90,2970,33
Antioquia,Santo domingo,Mandarina,2010,40,12,576,48
Antioquia,Valparaiso,Mandarina,2010,40,21,525,25
Antioquia,Tamesis,Mandarina,2010,28,28,908,32.54
Antioquia,Tarso,Mandarina,2010,23,13,260,20
Antioquia,Angelopolis,Mandarina,2010,22,13,365,29
Antioquia,Armenia,Mandarina,2010,18,16,128,8
Antioquia,Medellin,Mandarina,2010,7,6,36,6
Antioquia,La pintada,Mandarina,2010,4,4,120,30
Antioquia,Liborina,Mandarina,2010,2,2,20,10
Antioquia,Venecia,Mandarina,2011,140,93,2790,30
Antioquia,Fredonia,Mandarina,2011,106,25,100,4
Antioquia,Santo domingo,Mandarina,2011,40,12,480,40
Antioquia,Valparaiso,Mandarina,2011,40,21,1008,48
Antioquia,Tamesis,Mandarina,2011,30,28,975,34.94
Antioquia,Tarso,Mandarina,2011,26,13,273,21
Antioquia,Angelopolis,Mandarina,2011,19,10,278,29
Antioquia,Armenia,Mandarina,2011,16,15,100,6.67
Antioquia,Concordia,Mandarina,2011,10,5,65,13
Antioquia,Medellin,Mandarina,2011,7,7,42,6
Antioquia,La pintada,Mandarina,2011,4,4,118,29.6
Antioquia,Liborina,Mandarina,2011,2,2,6,3.2
Antioquia,Venecia,Mandarina,2012,154,88,2200,25
Antioquia,Valparaiso,Mandarina,2012,126,21,1260,60
Antioquia,Fredonia,Mandarina,2012,106,25,100,4
Antioquia,Santo domingo,Mandarina,2012,40,40,1600,40
Antioquia,Tamesis,Mandarina,2012,30,28,975,34.94
Antioquia,Tarso,Mandarina,2012,28,13,286,22
Antioquia,Betulia,Mandarina,2012,23,23,506,22
Antioquia,Angelopolis,Mandarina,2012,19,11,307,29
Antioquia,Armenia,Mandarina,2012,17,17,102,6
Antioquia,Concordia,Mandarina,2012,10,5,65,13
Antioquia,Medellin,Mandarina,2012,10,7,42,6
Antioquia,La pintada,Mandarina,2012,4,4,80,20
Antioquia,Liborina,Mandarina,2012,2,2,9,4.4
Antioquia,Venecia,Mandarina,2013,158,115,2070,18
Antioquia,Valparaiso,Mandarina,2013,137,39,2340,60
Antioquia,Fredonia,Mandarina,2013,106,25,100,4
Antioquia,Santo domingo,Mandarina,2013,40,40,1400,35
Antioquia,Tamesis,Mandarina,2013,30,30,1064,35
Antioquia,Tarso,Mandarina,2013,28,13,455,35
Antioquia,Betulia,Mandarina,2013,23,23,506,22
Antioquia,Angelopolis,Mandarina,2013,19,11,307,29
Antioquia,Armenia,Mandarina,2013,17,17,105,6.2
Antioquia,Titiribi,Mandarina,2013,15,12,230,20
Antioquia,Concordia,Mandarina,2013,10,8,104,13
Antioquia,Medellin,Mandarina,2013,10,7,42,6
Antioquia,Liborina,Mandarina,2013,2,2,9,4.4
Antioquia,Venecia,Mandarina,2014,162,131,2358,18
Antioquia,Valparaiso,Mandarina,2014,145,51,3060,60
Antioquia,Fredonia,Mandarina,2014,106,25,100,4
Antioquia,Santo domingo,Mandarina,2014,50,40,1400,35
Antioquia,Betulia,Mandarina,2014,43,23,529,23
Antioquia,Tamesis,Mandarina,2014,30,30,1064,35
Antioquia,Tarso,Mandarina,2014,30,28,980,35
Antioquia,Titiribi,Mandarina,2014,19,12,230,20
Antioquia,Angelopolis,Mandarina,2014,19,19,539,29
Antioquia,Armenia,Mandarina,2014,17,17,105,6.2
Antioquia,Concordia,Mandarina,2014,12,7,91,13
Antioquia,Medellin,Mandarina,2014,11,10,60,6
Antioquia,Salgar,Mandarina,2014,9,5,32,7
Antioquia,Liborina,Mandarina,2014,2,2,9,4.4
Antioquia,Venecia,Mandarina,2015,162,144,2592,18
Antioquia,Valparaiso,Mandarina,2015,145,47,2820,60
Antioquia,Fredonia,Mandarina,2015,112,25,100,4
Antioquia,Santo domingo,Mandarina,2015,60,40,1400,35
Antioquia,Betulia,Mandarina,2015,43,23,460,20
Antioquia,Tamesis,Mandarina,2015,30,30,1064,35
Antioquia,Tarso,Mandarina,2015,30,28,980,35
Antioquia,Titiribi,Mandarina,2015,23,12,230,20
Antioquia,Angelopolis,Mandarina,2015,19,19,539,29
Antioquia,Medellin,Mandarina,2015,14,13,78,6
Antioquia,Concordia,Mandarina,2015,12,7,91,13
Antioquia,Salgar,Mandarina,2015,9,5,33,7.3
Antioquia,Armenia,Mandarina,2015,5,5,31,6.1
Antioquia,Liborina,Mandarina,2015,2,2,12,6
Antioquia,Valparaiso,Mandarina,2016,245,145,8700,60
Antioquia,Venecia,Mandarina,2016,180,144,2592,18
Antioquia,Santo domingo,Mandarina,2016,90,50,1800,36
Antioquia,Fredonia,Mandarina,2016,87,81,324,4
Antioquia,Betulia,Mandarina,2016,43,23,460,20
Antioquia,Tamesis,Mandarina,2016,38,30,1064,35
Antioquia,Tarso,Mandarina,2016,30,28,980,35
Antioquia,Titiribi,Mandarina,2016,23,12,230,20
Antioquia,Angelopolis,Mandarina,2016,19,19,372,20
Antioquia,Concordia,Mandarina,2016,17,7,91,13
Antioquia,Medellin,Mandarina,2016,14,14,84,6
Antioquia,Cocorna,Mandarina,2016,10,10,100,10
Antioquia,Salgar,Mandarina,2016,9,9,281,33
Antioquia,Uramita,Mandarina,2016,8,7,28,4
Antioquia,Armenia,Mandarina,2016,5,5,31,6.1
Antioquia,Liborina,Mandarina,2016,2,2,12,6
Caldas,Viterbo,Mandarina,2016,30,30,780,26
Cauca,Padilla,Mandarina,2016,2,2,6,3
Santander,Curiti,Mandarina,2016,82,17,170,10
Antioquia,Valparaiso,Mandarina,2017,226,114,6840,60
Antioquia,Venecia,Mandarina,2017,180,162,2916,18
Antioquia,Fredonia,Mandarina,2017,97,81,324,4
Antioquia,Santo domingo,Mandarina,2017,90,60,2160,36
Antioquia,Tamesis,Mandarina,2017,48,30,1064,35
Antioquia,Betulia,Mandarina,2017,43,43,860,20
Antioquia,Tarso,Mandarina,2017,38,38,1313,35
Antioquia,Titiribi,Mandarina,2017,23,15,300,20
Antioquia,Angelopolis,Mandarina,2017,19,19,372,20
Antioquia,Concordia,Mandarina,2017,17,7,91,13
Antioquia,Medellin,Mandarina,2017,14,14,84,6
Antioquia,Cocorna,Mandarina,2017,10,10,100,10
Antioquia,Salgar,Mandarina,2017,9,9,289,34
Antioquia,Uramita,Mandarina,2017,8,8,32,4
Antioquia,Armenia,Mandarina,2017,5,5,31,6.1
Antioquia,Liborina,Mandarina,2017,2,2,12,6
Caldas,Viterbo,Mandarina,2017,30,30,780,26
Cauca,Padilla,Mandarina,2017,2,2,6,3
Santander,Curiti,Mandarina,2017,61,17,170,10
Antioquia,Valparaiso,Mandarina,2018,226,214,12840,60
Antioquia,Venecia,Mandarina,2018,185,167,3020,18.14
Antioquia,Fredonia,Mandarina,2018,107,81,324,4
Antioquia,Santo domingo,Mandarina,2018,90,60,2160,36
Antioquia,Tamesis,Mandarina,2018,49,38,1344,35
Antioquia,Betulia,Mandarina,2018,43,43,860,20
Antioquia,Tarso,Mandarina,2018,38,38,1313,35
Antioquia,Titiribi,Mandarina,2018,23,15,300,20
Antioquia,Angelopolis,Mandarina,2018,19,19,383,20.13
Antioquia,Concordia,Mandarina,2018,18,7,100,13.48
Antioquia,Cocorna,Mandarina,2018,15,10,100,10
Antioquia,Medellin,Mandarina,2018,15,15,87,6
Antioquia,Salgar,Mandarina,2018,9,9,281,33
Antioquia,Uramita,Mandarina,2018,8,8,32,4
Antioquia,Armenia,Mandarina,2018,5,5,31,6.1
Antioquia,Liborina,Mandarina,2018,2,2,12,6
Caldas,Viterbo,Mandarina,2018,30,27,702,26
Cauca,Padilla,Mandarina,2018,9,9,36,4
Santander,Curiti,Mandarina,2018,81,52,780,15
Antioquia,Copacabana,Naranja,2007,49,48,384,8
Antioquia,Girardota,Naranja,2007,40,35,350,10
Antioquia,Valdivia,Naranja,2007,29,20,290,14.5
Antioquia,Armenia,Naranja,2007,9,9,53,5.86
Atlantico,Luruaco,Naranja,2007,44,26,520,20
Bolivar,Mahates,Naranja,2007,200,150,2250,15
Bolivar,San fernando,Naranja,2007,192,172,3440,20
Bolivar,Turbaco,Naranja,2007,175,175,2625,15
Bolivar,Margarita,Naranja,2007,150,150,3000,20
Bolivar,San juan nepomuceno,Naranja,2007,60,60,600,10
Bolivar,Clemencia,Naranja,2007,45,42,504,12
Bolivar,Mompos,Naranja,2007,40,40,800,20
Bolivar,San estanislao,Naranja,2007,8,8,80,10
Bolivar,Cicuco,Naranja,2007,5,5,96,20
Boyaca,Moniquira,Naranja,2007,70,65,1625,25
Boyaca,Briceno,Naranja,2007,60,50,300,6
Boyaca,Labranzagrande,Naranja,2007,20,20,200,10
Boyaca,Socha,Naranja,2007,16,16,80,5
Boyaca,Chiscas,Naranja,2007,12,8,40,5
Boyaca,Santana,Naranja,2007,11,10,116,11.58
Boyaca,Quipama,Naranja,2007,9,7,35,5
Boyaca,Socota,Naranja,2007,9,9,68,7.5
Boyaca,Pajarito,Naranja,2007,8,8,50,6.25
Boyaca,Santa sofia,Naranja,2007,5,5,33,6.6
Boyaca,Raquira,Naranja,2007,3,3,48,16
Boyaca,Tipacoque,Naranja,2007,2,2,9,4.5
Boyaca,Villa de leyva,Naranja,2007,1,1,4,4
Boyaca,Jerico,Naranja,2007,1,1,5,10
Cauca,Santander de quilichao,Naranja,2007,100,60,650,10.83
Cauca,Buenos aires,Naranja,2007,68,25,180,7.2
Cauca,Caloto,Naranja,2007,51,50,550,11
Cauca,Suarez,Naranja,2007,43,40,400,10
Cesar,Chimichagua,Naranja,2007,1250,800,8000,10
Cesar,Pueblo bello,Naranja,2007,300,190,2280,12
Cesar,Valledupar,Naranja,2007,185,185,1300,7.03
Cesar,Astrea,Naranja,2007,175,175,1750,10
Cesar,Chiriguana,Naranja,2007,150,150,1200,8
Cesar,Curumani,Naranja,2007,125,100,1250,12.5
Cesar,Manaure,Naranja,2007,26,18,180,10
Cesar,Pailitas,Naranja,2007,26,22,280,12.73
Cesar,La gloria,Naranja,2007,5,5,25,5
Cordoba,Monteria,Naranja,2007,250,250,5250,21
Cordoba,San antero,Naranja,2007,53,53,1060,20
Cordoba,Purisima,Naranja,2007,24,24,85,3.54
Cordoba,Cerete,Naranja,2007,8,8,152,19
Cordoba,Cienaga de oro,Naranja,2007,6,6,48,8
Cordoba,Cotorra,Naranja,2007,5,4,62,15.5
Cordoba,Pueblo nuevo,Naranja,2007,5,5,100,20
Cordoba,Buenavista,Naranja,2007,4,4,80,20
Cundinamarca,Pacho,Naranja,2007,720,705,6800,9.65
Cundinamarca,El penon,Naranja,2007,620,610,6900,11.31
Cundinamarca,Paime,Naranja,2007,550,530,7100,13.4
Cundinamarca,San francisco,Naranja,2007,523,523,6156,11.77
Cundinamarca,Sasaima,Naranja,2007,450,430,4300,10
Cundinamarca,Viota,Naranja,2007,176,161,1700,10.56
Cundinamarca,Supata,Naranja,2007,150,145,870,6
Cundinamarca,Anolaima,Naranja,2007,109,103,1500,14.56
Cundinamarca,Villagomez,Naranja,2007,50,40,210,5.25
Cundinamarca,El colegio,Naranja,2007,45,38,380,10
Cundinamarca,Tocaima,Naranja,2007,40,40,240,6
Cundinamarca,Medina,Naranja,2007,35,30,300,10
Cundinamarca,Tena,Naranja,2007,32,28,290,10.36
Cundinamarca,Nocaima,Naranja,2007,29,28,300,10.71
Cundinamarca,Topaipi,Naranja,2007,19,18,240,13.33
Cundinamarca,Cachipay,Naranja,2007,16,15,155,10.33
Cundinamarca,Alban,Naranja,2007,10,10,100,10
Cundinamarca,Bituima,Naranja,2007,5,5,50,10
Cundinamarca,Guayabal de siquima,Naranja,2007,1,1,10,10
Cundinamarca,Viani,Naranja,2007,1,1,10,10
La guajira,San juan del cesar,Naranja,2007,27,23,115,5
La guajira,Urumita,Naranja,2007,25,20,100,5
La guajira,Villanueva,Naranja,2007,21,19,152,8
La guajira,La jagua del pilar,Naranja,2007,16,14,84,6
La guajira,Fonseca,Naranja,2007,15,12,72,6
La guajira,Riohacha,Naranja,2007,14,12,72,6
La guajira,El molino,Naranja,2007,8,7,56,8
La guajira,Barrancas,Naranja,2007,6,6,30,5
Magdalena,Cienaga,Naranja,2007,418,418,8025,19.2
Magdalena,Aracataca,Naranja,2007,65,65,1235,19
Magdalena,Tenerife,Naranja,2007,20,20,280,14
Norte de santander,Labateca,Naranja,2007,193,193,2890,14.97
Norte de santander,Lourdes,Naranja,2007,81,81,1458,18
Norte de santander,Pamplonita,Naranja,2007,81,81,1296,16
Norte de santander,La esperanza,Naranja,2007,41,41,494,12.05
Norte de santander,Cucuta,Naranja,2007,35,35,375,10.7
Norte de santander,Durania,Naranja,2007,29,29,435,15
Norte de santander,El zulia,Naranja,2007,23,22,330,15
Norte de santander,Santiago,Naranja,2007,17,17,340,20
Norte de santander,Convencion,Naranja,2007,14,7,77,11
Norte de santander,Salazar,Naranja,2007,11,3,30,10
Norte de santander,Los patios,Naranja,2007,7,7,98,15
