subregion,periodo,municipio,area_total,area_produccion,volumen_produccion
Occidente,2017,Ebéjico,2087.7,2080,2288
Occidente,2017,Frontino,588,465,976.5
Occidente,2017,Giraldo,736,677,1354
Occidente,2017,Heliconia,1289.3,500,2250
Occidente,2017,Liborina,1771.1,1511,2719.8
Occidente,2017,Olaya,416,406,649.6
Occidente,2017,Peque,1339,1295,2331
Occidente,2017,Sabanalarga,1717,1639,3769.7
Occidente,2017,San Jerónimo,644,614,1228
Occidente,2017,Santa Fe De Antioquia,1620.5,1447,2315.2
Occidente,2017,Sopetrán,1186,1138,1820.8
Occidente,2017,Uramita,459,390,507
Oriente,2017,Abejorral,3378,3105.2,7763
Oriente,2017,Alejandría,731.5,709.5,1064.25
Oriente,2017,Argelia,1268,1045,3135
Oriente,2017,Cocorná,497,474,521.4
Oriente,2017,Concepción,161,141,141
Oriente,2017,El Carmen De Viboral,171,136,244.8
Oriente,2017,El Peñol,300,262,471.6
Oriente,2017,El Retiro,209,176,264
Oriente,2017,Granada,251,223,223
Oriente,2017,Guatapé,16.3,14.3,42.9
Oriente,2017,La Ceja,444,410,492
Oriente,2017,Marinilla,72,62,62
Oriente,2017,Nariño,1784,1164,1978.8
Oriente,2017,San Carlos,841.9,779.7,2339.1
Oriente,2017,San Francisco,310.5,269.5,296.45
Oriente,2017,San Luis,310,299,747.5
Oriente,2017,San Rafael,894.4,808.4,485.04
Oriente,2017,San Vicente,75,46,73.6
Oriente,2017,Sonsón,3885,3535,5656
Suroeste,2017,Amagá,707,614,1043.8
Suroeste,2017,Andes,10412,7985,11977.5
Suroeste,2017,Angelópolis,679,675,945
Suroeste,2017,Betania,6452,5485,9873
Suroeste,2017,Betulia,6530,5202,9363.6
Suroeste,2017,Caramanta,794,596,953.6
Suroeste,2017,Concordia,7480.4,6030.4,15076
Suroeste,2017,Fredonia,2415,2281,3421.5
Suroeste,2017,Hispania,1077,820,1435
Suroeste,2017,Jericó,1472,1377,2065.5
Suroeste,2017,Montebello,1742,1558,1713.8
Suroeste,2017,Salgar,7859.6,6871,16490.4
Suroeste,2017,Santa Bárbara,2389,2239,2910.7
Suroeste,2017,Támesis,1895,1885,2450.5
Suroeste,2017,Tarso,1073.8,859.5,1289.25
Suroeste,2017,Titiribí,524,434,781.2
Suroeste,2017,Urrao,1010,991.5,1189.8
Suroeste,2017,Venecia,762,617,1234
Valle de Aburra,2017,Barbosa,1067,945,2079
Valle de Aburra,2017,Bello,156,156,156
Valle de Aburra,2017,Caldas,151.3,125.7,226.26
Valle de Aburra,2017,Copacabana,144,137,109.6
Valle de Aburra,2017,Girardota,257.9,240.9,373.4
Valle de Aburra,2017,La Estrella,69,69,103.5
Valle de Aburra,2017,Medellín,1201,1201,960.8
Valle de Aburra,2017,Sabaneta,37,36.1,54.15
Occidente,2017,Anzá,1819,1518,2732.4
Occidente,2017,Cañasgordas,3230.5,3053,5495.4
Norte,2017,Carolina,22,21.5,23.65
Suroeste,2017,Ciudad Bolívar,10068,7418,13352.4
Suroeste,2017,Jardín,2451,2316,3474
Suroeste,2017,Pueblorrico,1842,1167,1983.9
Norte,2017,San Andrés De Cuerquia,1028,1018,1018
Suroeste,2017,Valparaiso,583,523,679.9
Nordeste,2017,Vegachí,557,542,433.6
Nordeste,2017,Yalí,370,340,170
Oriente,2018,Abejorral,3333.03,2944,5593.6
Occidente,2018,Abriaquí,146,127,279.4
Oriente,2018,Alejandría,735.5,701,1052.8
Suroeste,2018,Amagá,383.5,333.9,601.02
Nordeste,2018,Amalfi,2532.5,2213.5,1992.15
Suroeste,2018,Andes,10890,10366,15549
Suroeste,2018,Angelópolis,681,677,947.8
Norte,2018,Angostura,985.5,956.5,1913
Nordeste,2018,Anorí,377,357,428.4
Occidente,2018,Anzá,1899,1600,2880
Oriente,2018,Argelia,1448,1115,2230
Occidente,2018,Armenia,704.5,692.5,1038.75
Valle de Aburra,2018,Barbosa,1056,960,2112
Valle de Aburra,2018,Bello,156,156,156
Suroeste,2018,Betania,6452,5542,9975.6
Suroeste,2018,Betulia,5816,4463,8033.4
Norte,2018,Briceño,687,597,597
Occidente,2018,Buriticá,922,869.2,1353
Occidente,2018,Caicedo,2412,2352.8,5882
Valle de Aburra,2018,Caldas,140.3,132.7,212.32
Norte,2018,Campamento,427.1,427.1,512.52
Occidente,2018,Cañasgordas,3180,3030,5454
Magdalena Medio,2018,Caracolí,2,2,0.8
Suroeste,2018,Caramanta,826,694,1110.4
Norte,2018,Carolina,20,17.5,19.25
Nordeste,2018,Cisneros,205,205,287
Suroeste,2018,Ciudad Bolívar,10044,8660,12990
Oriente,2018,Cocorná,491,472,755.2
Oriente,2018,Concepción,176,136,136
Suroeste,2018,Concordia,7298.6,6148.6,12297.2
Valle de Aburra,2018,Copacabana,144,144,115.2
Occidente,2018,Dabeiba,1750,1652,2643.2
Norte,2018,Don Matías,261,211,400.9
Occidente,2018,Ebéjico,1909,1753,1928.3
Oriente,2018,El Carmen De Viboral,184,134,241.2
Oriente,2018,El Peñol,312,242,423.5
Oriente,2018,El Retiro,180,139,208.5
Suroeste,2018,Fredonia,2415,2281,3422
Occidente,2018,Frontino,588,461,829.8
Occidente,2018,Giraldo,738,658,1316
Valle de Aburra,2018,Girardota,225,215.5,334.03
Norte,2018,Gómez Plata,703,652,782.4
Oriente,2018,Granada,259,244,317.2
Norte,2018,Guadalupe,498,350,560
Oriente,2018,Guatapé,15,13,22.1
Occidente,2018,Heliconia,1259,702.5,2739.75
Suroeste,2018,Hispania,1061,900,1575
Norte,2018,Ituango,2594.3,2502.6,4629.81
Suroeste,2018,Jardín,2302,1479,3697.5
Suroeste,2018,Jericó,1392,1277,1915.5
Oriente,2018,La Ceja,442,402,482.4
Valle de Aburra,2018,La Estrella,68,68,102
Occidente,2018,Liborina,1782.1,1436.1,3015.81
Magdalena Medio,2018,Maceo,333,333,199.8
Oriente,2018,Marinilla,77,62,62
Valle de Aburra,2018,Medellín,1191,1191,952.8
Suroeste,2018,Montebello,1600,1358,2580
Oriente,2018,Nariño,1526.23,1396.2,2373.54
Occidente,2018,Olaya,413,396,633.6
Occidente,2018,Peque,1452,1367,2323.9
Suroeste,2018,Pueblorrico,1938,1538,2307
Occidente,2018,Sabanalarga,1727,1647,3788.1
Valle de Aburra,2018,Sabaneta,35.1,31.1,46.6
Suroeste,2018,Salgar,7895,6874,12373.2
Norte,2018,San Andrés De Cuerquia,1036,1020,1020
Oriente,2018,San Carlos,891.9,771.9,2315.7
Oriente,2018,San Francisco,243,195.46,293.19
Occidente,2018,San Jerónimo,667,549,1098
Oriente,2018,San Luis,310,300,750
Oriente,2018,San Rafael,819.4,630,378
Nordeste,2018,San Roque,1283.5,1213.5,1213.5
Oriente,2018,San Vicente,61.5,30,48
Suroeste,2018,Santa Bárbara,2200,2050,4100
Occidente,2018,Santa Fe De Antioquia,2185,2008,3815.2
Norte,2018,Santa Rosa De Osos,687,687,961.8
Nordeste,2018,Santo Domingo,1419,1404.5,1300
Oriente,2018,Sonsón,3870,3522,5283
Occidente,2018,Sopetrán,1186,1166,1865.6
Suroeste,2018,Támesis,1875,1865,2424.5
Suroeste,2018,Tarso,1079.42,886.17,1152.02
Suroeste,2018,Titiribí,508,459,826.2
Norte,2018,Toledo,1220.5,1161.8,2207.4
Occidente,2018,Uramita,464,442,574.6
Suroeste,2018,Urrao,1030,990,1188
Norte,2018,Valdivia,65,65,45.5
Suroeste,2018,Valparaiso,590,521,677.3
Nordeste,2018,Vegachí,562,542,433.6
Suroeste,2018,Venecia,715,676,1352
Nordeste,2018,Yalí,378,312,156
Norte,2018,Yarumal,294,294,441
Nordeste,2018,Yolombó,1435,1376,1651.2
Oriente,2019,Abejorral,3347,2782,4451.2
Occidente,2019,Abriaquí,152,126,252
Oriente,2019,Alejandría,579,455,591.5
Suroeste,2019,Amagá,609,505.7,910.26
Nordeste,2019,Amalfi,2433.63,2222.73,2000.46
Suroeste,2019,Andes,10890,9840,14760
Suroeste,2019,Angelópolis,277.67,240.67,361
Norte,2019,Angostura,1000,906,1812
Nordeste,2019,Anorí,417,343,411.6
Occidente,2019,Anzá,1917,1825,3285
Oriente,2019,Argelia,904,757,1059.8
Occidente,2019,Armenia,568.2,548.2,1370.5
Valle de Aburra,2019,Barbosa,1015.97,943.76,2076.27
Valle de Aburra,2019,Bello,158,156,156
Suroeste,2019,Betania,6425,6318,15163.2
Suroeste,2019,Betulia,5856,5069,11151.8
Norte,2019,Briceño,685,682,682
Occidente,2019,Buriticá,922,899.2,1348.8
Occidente,2019,Caicedo,2412.8,2366.8,5443.64
Valle de Aburra,2019,Caldas,137.8,121.8,194.88
Norte,2019,Campamento,258,233,279.6
Occidente,2019,Cañasgordas,3180,3075,5535
Magdalena Medio,2019,Caracolí,2,2,0.8
Suroeste,2019,Caramanta,835,802,1283.2
Norte,2019,Carolina,13,13,14.3
Nordeste,2019,Cisneros,213,213,298.2
Suroeste,2019,Ciudad Bolívar,9916,8698,13047
Oriente,2019,Cocorná,493.7,486,777.6
Oriente,2019,Concepción,146,126,126
Suroeste,2019,Concordia,7248.6,6098.6,15246.5
Valle de Aburra,2019,Copacabana,108,107,85.6
Occidente,2019,Dabeiba,1783,1550,2480
Norte,2019,Don Matías,207,207,372.6
Occidente,2019,Ebéjico,1909,1909,2099.9
Oriente,2019,El Carmen De Viboral,184,129,232.2
Oriente,2019,El Peñol,314,289,520.2
Oriente,2019,El Retiro,194.5,170.5,272.8
Valle de Aburra,2019,Envigado,9.7,9.2,11.04
Suroeste,2019,Fredonia,2549,2449,3673.5
Occidente,2019,Frontino,617.4,454.6,863.74
Occidente,2019,Giraldo,757,681,2043
Valle de Aburra,2019,Girardota,209,173.5,276.5
Norte,2019,Gómez Plata,713,639,702.9
Oriente,2019,Granada,258,219.2,301.28
Norte,2019,Guadalupe,498,402,643.2
Oriente,2019,Guatapé,13,13,22.1
Occidente,2019,Heliconia,1264,1226.3,4905.2
Suroeste,2019,Hispania,1132.3,948,2448.96
Norte,2019,Ituango,2594.3,2474,4948
Suroeste,2019,Jardín,2318,1555,2425.8
Suroeste,2019,Jericó,1405,1182,1773
Oriente,2019,La Ceja,498,442,530.4
Valle de Aburra,2019,La Estrella,68,68,102
Occidente,2019,Liborina,1541.1,1406.1,3093.42
Magdalena Medio,2019,Maceo,111,99.7,159.52
Oriente,2019,Marinilla,80,70,70
Valle de Aburra,2019,Medellín,991,991,792.8
Suroeste,2019,Montebello,1410,1213,2183.4
Oriente,2019,Nariño,1539,1089,2069.1
Occidente,2019,Olaya,413,408,652.8
Occidente,2019,Peque,1500,1422,2417.4
Suroeste,2019,Pueblorrico,1968,1803,2794.65
Occidente,2019,Sabanalarga,1730,1650,3795
Valle de Aburra,2019,Sabaneta,36,34.1,42.62
Suroeste,2019,Salgar,7868,6480,15552
Norte,2019,San Andrés De Cuerquia,1038,1015,1015
Oriente,2019,San Carlos,901.9,881.9,2028.37
Oriente,2019,San Francisco,248,231,404.25
Occidente,2019,San Jerónimo,671,611,1222
Oriente,2019,San Luis,296,205,471.5
Oriente,2019,San Rafael,797.08,605.04,484.03
Nordeste,2019,San Roque,1308.5,1241.5,1241.5
Oriente,2019,San Vicente,77,61.5,98.4
Suroeste,2019,Santa Bárbara,1890,1637,3274
Norte,2019,Santa Rosa De Osos,720,687,961.8
Occidente,2019,Santa Fe De Antioquia,2185,2185,4151.5
Nordeste,2019,Santo Domingo,1403.5,1364.5,1773.85
Oriente,2019,Sonsón,3420,3170,5389
Occidente,2019,Sopetrán,1127,1127,1803.2
Suroeste,2019,Támesis,1649.34,1514.77,2272.15
Suroeste,2019,Tarso,1021.8,819.2,1146.88
Suroeste,2019,Titiribí,496,436,872
Norte,2019,Toledo,1227.5,1141,2167.9
Occidente,2019,Uramita,464,464,696
Suroeste,2019,Urrao,1502,1140,1368
Norte,2019,Valdivia,50,50,90
Suroeste,2019,Valparaiso,624,552,717.6
Nordeste,2019,Vegachí,561.5,448,358.4
Suroeste,2019,Venecia,638,623,1246
Nordeste,2019,Yalí,291,280,140
Norte,2019,Yarumal,270,270,432
Nordeste,2019,Yolombó,1299,1264,2528
Oriente,2020,Abejorral,3009,2379,3806.4
Occidente,2020,Abriaquí,159,141,437.1
Oriente,2020,Alejandría,580,486,680.4
Suroeste,2020,Amagá,609,557.7,1003.86
Nordeste,2020,Amalfi,2457.6,2318.8,2086.92
Suroeste,2020,Andes,10890,10890,16335
Suroeste,2020,Angelópolis,279.7,249.5,374.25
Norte,2020,Angostura,1011,906,1812
Nordeste,2020,Anorí,417,347,416.4
Occidente,2020,Anzá,1917,1917,3450.6
Oriente,2020,Argelia,909,815,1141
Occidente,2020,Armenia,583.2,498,1245
Valle de Aburra,2020,Barbosa,968,874,1922.8
Valle de Aburra,2020,Bello,162,156,156
Suroeste,2020,Betania,6455,5186,9334.8
Suroeste,2020,Betulia,5880,4942,10872.4
Norte,2020,Briceño,687,685,685
Occidente,2020,Buriticá,962.2,952.2,1904.4
Occidente,2020,Caicedo,2412.8,2412.8,5549.44
Valle de Aburra,2020,Caldas,138.8,138.8,222.08
Norte,2020,Campamento,258.1,258.1,309.72
Occidente,2020,Cañasgordas,3180,2991,5383.8
Magdalena Medio,2020,Caracolí,2,2,0.8
Suroeste,2020,Caramanta,835,823,1316.8
Norte,2020,Carolina,19,13,14.3
Nordeste,2020,Cisneros,213,213,298.2
Suroeste,2020,Ciudad Bolívar,9926,8574,12861
Oriente,2020,Cocorná,507.7,483,772.8
Oriente,2020,Concepción,146,116,116
Suroeste,2020,Concordia,6857,5463,13657.5
Valle de Aburra,2020,Copacabana,91,91,72.8
Occidente,2020,Dabeiba,1735.7,1620.7,2593.12
Norte,2020,Don Matías,207,207,372.6
Occidente,2020,Ebéjico,1851,1690,3380
Oriente,2020,El Carmen De Viboral,184,169,304.2
Oriente,2020,El Peñol,306,288,648
Oriente,2020,El Retiro,202,174.5,314.1
Valle de Aburra,2020,Envigado,9.7,9.4,11.28
Suroeste,2020,Fredonia,2549,2429,3643.5
Occidente,2020,Frontino,648.27,522.7,1045.4
Occidente,2020,Giraldo,757,726,1452
Valle de Aburra,2020,Girardota,209.3,174.3,270.16
Norte,2020,Gómez Plata,713,673,740.3
Oriente,2020,Granada,262,233,326.2
Norte,2020,Guadalupe,498,498,796.8
Oriente,2020,Guatapé,13,13,22.1
Occidente,2020,Heliconia,1268.7,1256.8,5027.2
Suroeste,2020,Hispania,1148.5,1023.3,2251.26
Norte,2020,Ituango,2572.8,2453.6,4907.2
Suroeste,2020,Jardín,2318,2066,3305.6
Suroeste,2020,Jericó,1405,1292,1938
Oriente,2020,La Ceja,425,369,442.8
Valle de Aburra,2020,La Estrella,68,68,102
Occidente,2020,Liborina,1592.1,1286.1,2829.42
Magdalena Medio,2020,Maceo,111,110,176
Oriente,2020,Marinilla,82,75,90
Valle de Aburra,2020,Medellín,791,791,632.8
Suroeste,2020,Montebello,1414,1380,2484
Oriente,2020,Nariño,1439,1237,2350.3
Occidente,2020,Olaya,423,413,908.6
Occidente,2020,Peque,1515,1393,2368.1
Suroeste,2020,Pueblorrico,1968,1893,2650.2
Occidente,2020,Sabanalarga,1468,1368,3693.6
Valle de Aburra,2020,Sabaneta,35,33.1,41.38
Suroeste,2020,Salgar,7798,6466,15518.4
Norte,2020,San Andrés De Cuerquia,1037,1017,1062.76
Oriente,2020,San Carlos,921,801,2002.5
Oriente,2020,San Francisco,255,237,474
Occidente,2020,San Jerónimo,676,652,1304
Oriente,2020,San Luis,287,212,487.6
Oriente,2020,San Rafael,801,795.9,716.31
Nordeste,2020,San Roque,1317.5,1262.5,1262.5
Oriente,2020,San Vicente,47,47,98.7
Suroeste,2020,Santa Bárbara,1903,1666,3332
Norte,2020,Santa Rosa De Osos,720,687,961.8
Occidente,2020,Santa Fe De Antioquia,1824,1399,2658.1
Nordeste,2020,Santo Domingo,1403.5,1399,1818.7
Oriente,2020,Sonsón,2540,2460,4182
Occidente,2020,Sopetrán,1096,972,1555.2
Suroeste,2020,Támesis,1512.1,1359,1834.65
Suroeste,2020,Tarso,961.5,770.8,1079.12
Suroeste,2020,Titiribí,496,466,932
Norte,2020,Toledo,1227.5,819,1277.64
Occidente,2020,Uramita,458,443,664.5
Suroeste,2020,Urrao,1502,1160,1392
Norte,2020,Valdivia,52,50,90
Suroeste,2020,Valparaiso,624,559,726.7
Nordeste,2020,Vegachí,561,444,355.2
Suroeste,2020,Venecia,638,623,1246
Nordeste,2020,Yalí,299,270,135
Norte,2020,Yarumal,270,270,432
Nordeste,2020,Yolombó,1299,1249,2498
